"seller_id","seller_zip_code_prefix","seller_city","seller_state","seller_lat","seller_lng"
f9ec7093df3a7b346b7bcf7864069ca3,5138,Sao Paulo,SP,-23.48501926210721,-46.733851591843575
"4e6015589b781adaa5ce7f1892d06bb1",11440,Guaruja,SP,-23.983448374900465,-46.24025609994575
"4cf490a58259286ada5ba8525ba9e84a",14910,Tabatinga,SP,-21.73706334787352,-48.68756876841966
f7496d659ca9fdaf323c0aae84176632,4156,Sao Paulo,SP,-23.631072363733484,-46.62235888663808
"2ff97219cb8622eaf3cd89b7d9c09824",13320,Salto,SP,-23.20266299561568,-47.29578408617384
"8bd0e3abda539b9479c4b44a691be1ec",98910,Tres De Maio,RS,-27.77640176701125,-54.23553196664746
"2a1348e9addc1af5aaa619b1a3679d6b",30494,Belo Horizonte,MG,-19.961548127759368,-43.96057568929279
"2078fe5066350e7d220c0ad3a3bbc6c1",86707,Arapongas,PR,-23.42476867030219,-51.43381503676828
"116ccb1a1604bc88e4d234a8c23f33de",9850,Sao Bernardo Do Campo,SP,-23.725595033115425,-46.58130766079052
"430315b7bb4b6e4b3c978f9dfa9b0558",4857,Sao Paulo,SP,-23.76214718726673,-46.68844555528426
"406822777a0b9eb5c50e442dd4cd3ec5",18500,Tatui,SP,-23.049655735476897,-47.83730315679704
"4dbd95a08b31ede5c82d3f861cb1ce1a",80210,Curitiba,PR,-25.440710888223585,-49.24556280243908
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,Sao Paulo,SP,-23.467427917931506,-46.57697054481951
d52cbce9845184537284a23c3bc3da0e,88495,Garopaba,SC,-28.035429505504453,-48.627746848555816
d9a84e1403de8da0c3aa531d6d108ba6,3562,Sao Paulo,SP,-23.544866173951814,-46.49660733720926
"9c690ceacd5c66731bf443ea810195cb",37650,Camanducaia,MG,-22.755744824598303,-46.13954709637704
"1f9ab4708f3056ede07124aad39a2554",17602,Tupa,SP,-21.930497837672817,-50.498063423936536
"1961c3e1272bfeceb05d0b78b5bbfdaf",7241,Guarulhos,SP,-23.44594904509472,-46.42684053090227
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,Sao Jose Dos Pinhais,PR,-25.499758693251223,-49.17731637918328
ec2e006556300a79a5a91e4876ab3a56,3445,Sao Paulo,SP,-23.5487233626856,-46.528715243016265
b2a6d334e2833acea353624840e25a0e,4133,Sao Paulo,SP,-23.61919777608693,-46.61854455335991
d3674f271c91f824f82d24d92011f669,72233,Brasilia,DF,-15.847901414408229,-48.11250056242789
"768de2a4fc06aacecb9a586ccc30746a",70645,Brasilia,DF,-15.781759581414024,-47.93403708024537
a81466620e46a6970b22ef40379fdfc9,88730,Sao Ludgero,SC,-28.32929681447128,-49.17648053805345
"5c030029b5916fed0986310385ec9009",88075,Sao Jose,SC,-27.58468250972296,-48.58034194466413
c0f783394e37cd9c9d7f5f81141450fa,13416,Piracicaba,SP,-22.71704607897877,-47.64028299007764
c353f8fc0ce8344999f17d578eb69a5e,90850,Porto Alegre,RS,-30.066216605201816,-51.22558208578759
"8444e55c1f13cd5c179851e5ca5ebd00",37584,Congonhal,MG,-21.83936279474967,-45.61496356662735
"28a26ebce31d5918b181ede016fd693b",31950,Belo Horizonte,MG,-19.86760112200301,-43.899454552007455
"41ab63a91b8b264e8c8780368bf1dd5b",31555,Belo Horizonte,MG,-19.84132672526568,-43.97985453595454
"8759e7aedd644f487315e5860962f162",9251,Santo Andre,SP,-23.6305219944974,-46.50750628363993
e546117ed9cafbc40239c0c78635c584,4705,Sao Paulo,SP,-23.62158614782892,-46.694883294838895
d71d863e5ef30d94e440c11be17dcd8f,6144,Osasco,SP,-23.566868075187305,-46.80083878253548
"0c7533c71df861ec58ad7ff999ed0e8d",13270,Valinhos,SP,-22.9752376089494,-47.00217717043565
ef990a83bbea832f36ebe81376335aa8,89214,Joinville,SC,-26.32835418026608,-48.88006606030898
"41e0fa5761c886a630994a55c12087e7",11446,Guaruja,SP,-23.94426362038268,-46.19949611971659
"0747d5bb69f0586cc869d8af4c50f93e",28990,Saquarema,RJ,-22.92331045206064,-42.50373552036917
"7d294cf9a6a69dc6a0c3e540fff0e039",88390,Barra Velha,SC,-26.659851823909243,-48.68900082491744
c89cf7c468a48af70aada384e722f9e2,25730,Petropolis,RJ,-22.41884011585095,-43.13029833041461
b7ba853e9551f4558440881fd3e5c815,95500,Santo Antonio Da Patrulha,RS,-29.83130056558342,-50.51747976827314
"13c2ed7698b3ca92dad49e849219da59",84010,Ponta Grossa,PR,-25.09419479376675,-50.16095107518057
cbbd5ae8f53de5f5097cd8217b529e24,6544,Santana De Parnaiba,SP,-23.46438857346764,-46.84673978031731
"02ecc2a19303f05e59ce133fd923fff7",9121,Santo Andre,SP,-23.681552885106,-46.50143689900957
c013e57c075a06e5b5c48ee03c525719,13568,Sao Carlos,SP,-22.005437158496093,-47.85582950439217
"55f7a3319d80f7fdf078b8f03e6725fe",6056,Osasco,SP,-23.5669556859864,-46.788367270084976
"2d50d6282f8aa2257819a77bfaa0efe0",14940,Ibitinga,SP,-21.75722510530948,-48.82954113566027
b7e1750c1157341d2abd0251e07c186b,5741,Sao Paulo,SP,-23.61071776505345,-46.74785868921517
b90e891671cffd9557f33a97dc523645,83010,Sao Jose Dos Pinhais,PR,-25.542410953311308,-49.18207025088867
a416b6a846a11724393025641d4edd5e,3702,Sao Paulo,SP,-23.515891988156252,-46.54752258122931
"7e93a43ef30c4f03f38b393420bc753a",6429,Barueri,SP,-23.48985874683891,-46.95318164119193
"5206cc4bc2297c833e6061c49bf9c43f",6192,Osasco,SP,-23.527750697123523,-46.80206509671304
f410c8873029fcc3809b9df6d0b28914,95076,Caxias Do Sul,SP,-29.17808030258512,-51.148415929149984
ef506c96320abeedfb894c34db06f478,3569,Sao Paulo,SP,-23.54328837698169,-46.49017854509769
a13aaf2d2886ab9fb30fb9a920160b8f,89207,Joinville,SC,-26.322873156178797,-48.82978241448117
"7299e27ed73d2ad986de7f7c77d919fa",38440,Araguari,MG,-18.65275014081996,-48.19225417884324
"8a9260f2b0340411d6d2a56bcf4f7378",32180,Contagem,MG,-19.867847334430383,-44.03082447237009
dedcab67899479e4ea5dcc4eba47f587,89258,Jaragua Do Sul,SC,-26.4912411779636,-49.05246312844094
b2479f944e1b90cf8a5de1bbfde284d6,14940,Ibitinga,SP,-21.75722510530948,-48.82954113566027
"7722b1df1b0e383e000397b2c11e3e19",9715,Sao Bernardo Do Campo,SP,-23.71546536512094,-46.5458358419282
"731ef20c231d9a7103a425e83fd91271",88501,Lages - Sc,SC,-27.817961265508973,-50.33084541862557
"78813699ffac347fe27dba345a5f1551",95711,Bento Goncalves,RS,-29.17519237322801,-51.56925812204669
"3296662b1331dea51e744505065ae889",15805,Catanduva,SP,-21.122698540890145,-48.96345173265747
"411f3b52d857390502ee4e4d5ceabc2d",9400,Ribeirao Pires,SP,-23.711801180527864,-46.41234689051833
bba3293d6f5d5af2f415e004e8b93ae3,4726,Sao Paulo,SP,-23.63657468857588,-46.7123357363173
"4e7c18b98d84e05cbae3ff0ff03846c2",14882,Jaboticabal,SP,-21.24585439841629,-48.31802029773208
b56906f7fd1696e043f1bcce164c487b,19830,Echapora,SP,-22.42991352757263,-50.20537399541853
d650b663c3b5f6fb392b6326366efa9a,6713,Cotia,SP,-23.62696161519438,-46.86795965406048
"669ae81880e08f269a64487cfb287169",89160,Rio Do Sul,SC,-27.214976573187972,-49.63785341695686
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,Sao Paulo,SP,-23.59383917278593,-46.61645866896797
"674207551483fec113276b67b0d871ff",18040,Sorocaba,SP,-23.50558801312256,-47.46982036739335
abe42c5d03695b4257b5c6cbf4e6784e,21235,Rio De Janeiro,RJ,-22.83804181109177,-43.3225010799997
"1996942dc085d7773ba77a529b163cd0",14850,Pradopolis,SP,-21.35962390839036,-48.07420681611944
"79b93a308a97792cf53ac75f46da00b5",22420,Rio De Janeiro,RJ,-22.985270708968645,-43.20422973204828
"7cf4ea70955b00d6b3c22542598e2715",1125,Sao Paulo,SP,-23.526866449456545,-46.64047966426979
"63ffcb71394dd8ea3872ed9ffda17c74",24813,Itaborai,RJ,-22.7539532558458,-42.88919398506441
"83353a83fd769dfafa4f21a72b15e3e5",5786,Sao Paulo,SP,-23.63492702512677,-46.77221924138939
cda598c48d7c614bc1cad7d8ff6f0010,15137,Mirassol,SP,-20.822551191718293,-49.49204269570385
d4910f1cdcfdabd48d6b316e395d4a23,9190,Santo Andre,SP,-23.675281511014045,-46.5388867752207
"709e16e2b25c7474d980076c6bfc4806",16200,Birigui,SP,-21.29516980703321,-50.34317054408832
"9dc79dd988ac42f4d56c340d7048420a",3569,Sao Paulo,SP,-23.54328837698169,-46.49017854509769
"276677b5d08786d5dce7c2149dcce48b",31730,Belo Horizonte,MG,-19.83665865816753,-43.9453425077265
"9c4d31c7e46ab03a43fc06e3142afd4e",20785,Rio De Janeiro,RJ,-22.886244788124756,-43.26754294899786
"512d298ac2a96d1931b6bd30aa21f61d",20060,Rio De Janeiro,RJ,-22.90779821623599,-43.2431174415708
"422be4cc81a457fdb46f47edeb968ae5",14940,Ibitinga,SP,-21.75722510530948,-48.82954113566027
"99cd94252748d2bdde08e17858233602",12401,Sao Paulo,SP,-22.919802354808656,-45.46457050782633
"698624c6632eeba1774924dbea24c700",1425,Sao Paulo,SP,-23.5728121300093,-46.65918815731904
"8bb48dc19fccaa8613b6229bf7f452a2",19803,Assis,SP,-22.675665412164477,-50.437699768191
ad87df7699e83b8a91822a4a0b765c3a,13820,Jaguariuna,SP,-22.69417604063808,-46.98529297177439
d6b664fa0667064c6d76394e7848d790,14801,Araraquara,SP,-21.79081912315189,-48.184614002408665
"98f52e1020fe788c10c0418de4393fec",27963,Macae,RJ,-22.338690501296547,-41.75537818675435
"62760d278921b5f352461620d68a9cee",13320,Salto,SP,-23.20266299561568,-47.29578408617384
eb72802c83dc7547529c9546d1a9b8ef,13504,Rio Claro,SP,-22.392217406389072,-47.578418519250064
"3f9be91358837bff69df67edfa3e42e8",86039,Londrina,PR,-23.321030637777863,-51.14176307883429
"1d4587203296c8f4ad134dc286fa6db0",5101,Sao Paulo,SP,-23.504143920839454,-46.72795826509581
"791cfcfe22fe4a771ece27f90017da92",14010,Ribeirao Preto,SP,-21.179418108064382,-47.80844891628814
"392f7f2c797e4dc077e4311bde2ab8ce",21210,Rio De Janeiro,RN,-22.84241849058194,-43.30084355795736
"0c8380b62e38e8a1e6adbeba7eb9688c",37410,Tres Coracoes,MG,-21.693115304935837,-45.25939100355893
"37be5a7c751166fbc5f8ccba4119e043",4248,Sao Paulo,SP,-23.61232510386392,-46.59764618459611
"87d73636a3acf123e842bb890a4db036",15190,Nhandeara,SP,-20.693488565281623,-50.04261717535815
"3d3ccf2b2f8134b10dce9dd446f0e075",14940,Ibitinga,SP,-21.75722510530948,-48.82954113566027
e24d3429d294b2eb200b064ebb035879,3514,Sao Paulo,SP,-23.53313103125009,-46.516100942293306
"44073f8b7e41514de3b7815dd0237f4f",71070,Brasilia,DF,-15.83473400414773,-47.947719547891786
"05ca864204d09595ae591b93ea9cf93d",6465,Barueri,SP,-23.50398072643377,-46.840983806203525
"9d39404483343dd55c7ae254494d8388",1044,Sao Paulo,SP,-23.545556845099416,-46.64150085333575
f9eda05b67bef472deaddbba84aca289,88870,Orleans,SC,-28.35801890239025,-49.28832810730867
"75745ef7bc7d4f3ea3380f6f5303f514",70384,Brasilia,DF,-15.827724375709831,-47.92426486667401
"0692610d8abe24f287e9fae90ea0bbee",2310,Sao Paulo,SP,-23.473061233820097,-46.60077753651646
"7b07b3c7487f0ea825fc6df75abd658b",2016,Sao Paulo,SP,-23.506837705741205,-46.62325918425925
"99002261c568a84cce14d43fcffb43ea",78095,Cuiaba,MT,-15.659338804954473,-56.05083806447968
e5899683388855d3dabe8913bbe365de,13575,Sao Carlos,SP,-22.033509631437727,-47.90904051113576
"784ba75dd9d20200c4caed3d7a77141a",1040,Sao Paulo,SP,-23.541310361905325,-46.638710138593936
"099095b050cfe8eb1ddff5317587e96e",3322,Sao Paulo,SP,-23.548915083902425,-46.56704779511848
"0ad80de75c811326389cfb1daba7d45e",20261,Rio De Janeiro,RJ,-22.92407937365451,-43.21379225353238
b9a03475e6447e631b6799ec8274800f,85830,Formosa Do Oeste,PR,-24.29604466508284,-53.315138137206254
ba6b4a237f92479743cf0ca06b67a9ac,23550,Rio De Janeiro,RJ,-22.931006872545307,-43.689099106167085
ea00f977a203ff88adf7057cb7806998,11085,Santos,SP,-23.93973753238621,-46.359325349826335
"82e0a475a88cc9595229d8029273f045",3417,Sao Paulo,SP,-23.54017058210707,-46.548544193519525
ad75519a07f039025e83795a4418470f,76500,Santa Terezinha De Goias,GO,-14.43073368841814,-49.7106029180799
"34aefe746cd81b7f3b23253ea28bef39",81210,Curitiba,PR,-25.44445176935812,-49.32794630681775
ed4acab38528488b65a9a9c603ff024a,8260,Sao Paulo,SP,-23.569310095651367,-46.43796692189032
f0837c8d71434931d9e38e7b79234797,95995,Arvorezinha,RS,-28.87152106417305,-52.18009819084632
fce62094ffe6a4009188ec44e681dfdd,4674,Sao Paulo,SP,-23.66405908844591,-46.68726422600554
ebef8d8c92b4fd3226e5d407bbff21ac,14020,Ribeirao Preto,SP,-21.20011059288964,-47.802448437744566
d73cbd89533ce8b041a9190241453ac8,36525,Guiricema,MG,-21.00466750894162,-42.71946285802102
"75a4764c108403a7a0575140cb22287c",95072,Caxias Do Sul,RS,-29.173485938723665,-51.151005151231054
"70c0fda4c313d87115644d39e62eec60",55004,Caruaru,PE,-8.285099800760587,-35.97075615496189
ffcfefa19b08742c5d315f2791395ee5,80045,Curitiba,PR,-25.42462684918724,-49.25382259847708
"26e13b6ff5b641b329e5524241ee2c93",14401,Franca,SP,-20.52826237011464,-47.38709863765947
"0ade5cc4a305ed7093a23f68ca47519c",81030,Curitiba,PR,-25.484013528894824,-49.27242537819848
fc59392d66ef99377e50356ee4f3b4e1,40243,Salvador,BA,-12.977279752232883,-38.49672953954936
b18dc380845b24038cfc48006478f099,9951,Diadema,SP,-23.68878343738479,-46.59061205890815
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,Itaquaquecetuba,SP,-23.49188115637391,-46.35030865573543
"889009a0ed0bb52c87819941192931b8",18682,Lencois Paulista,SP,-22.60986366441828,-48.796170477073886
ffc470761de7d0232558ba5e786e57b7,7091,Guarulhos,SP,-23.46435546763849,-46.53785009179902
"4c498c7345e89aebad651544829beca0",6341,Carapicuiba,SP,-23.5725262221517,-46.819375413028766
"01bcc9d254a0143f0ce9791b960b2a47",76400,Uruacu,GO,-14.522137720069088,-49.14301118247234
f021c962aaba8ef6eb527a9c2c8394d1,88301,Itajai,SC,-26.911409952514465,-48.65675969521784
"024b564ae893ce8e9bfa02c10a401ece",3280,Sao Paulo,SP,-23.583262411304965,-46.5381486785363
a513150f33f99a06569e9cd5c4bb889b,1545,Sao Paulo,SP,-23.58068192542041,-46.61846876513528
c1dde11f12d05c478f5de2d7319ad3b2,1026,Sao Paulo,SP,-23.53963933747372,-46.63222383464826
"02f5837340d7eb4f653d676c7256523a",80620,Curitiba,PR,-25.459160510194007,-49.284315543597536
"7b98de631987e26dd6d803490c43a13c",87900,Loanda,PR,-22.92958347247877,-53.13574977982756
f12ff17ad8bbf01ec5c33b17e506649b,3186,Sao Paulo,SP,-23.565651979965143,-46.58138017281277
a64e44665225d19dfc0277eeeaaccc57,19400,Sao Paulo,SP,-21.875829755463744,-51.84463248384426
"6a8a889bde935bafa76d7848782dfaf9",2839,Sao Paulo,SP,-23.477579756854865,-46.682952540053336
"42b6488f5b8246d9141712abd4b1b693",87014,Maringa,PR,-23.429159161345137,-51.94828267950595
d6cd01c59123df02fc226eadbadb5f89,1207,Sao Paulo,SP,-23.53918927899999,-46.63864179303099
c8e135e7b21ecbc36c1153a29d2f5a06,1411,Sao Paulo,SP,-23.56482589342703,-46.664446946937
"229c3efbfb0ea2058de4ccdfbc3d784a",30190,Belo Horizonte,MG,-19.924775965269745,-43.94694516882144
f9a02f1922d1de564392e656d82b3fda,8502,Ferraz De Vasconcelos,SP,-23.539589435180517,-46.35860211220289
"9523fb39dd240aa958e040f8183d64f3",1541,Sao Paulo,SP,-23.56947040802752,-46.61850679769555
"95ec4458365c4d11f452ccf538377619",13481,Limeira,SP,-22.600556474252752,-47.40776690336797
"6ec1a01e866584bb679eb9b098345919",11040,Santos,SP,-23.972012439908767,-46.31432698362778
f6122bc84774df1b372bdb3bb88ddb9f,6436,Barueri,SP,-23.53766312144032,-46.88891542585839
fa40cc5b934574b62717c68f3d678b6d,2310,Sao Paulo,SP,-23.473061233820097,-46.60077753651646
"623ad9d0c1e14bb5464a8c72bff7b4af",35530,Claudio,MG,-20.43866339048385,-44.764098842642525
c0098efcf800861dcae589affca31408,14080,Ribeirao Preto,SP,-21.155810153786952,-47.80313633373186
a63bfbaa882c8f4542891b4e2246cc7f,24355,Niteroi,RJ,-22.941288751049917,-43.04359070429714
"48b6c3f4c6a93171da04b75313f2130f",17700,Osvaldo Cruz,SP,-21.7957025544846,-50.87915583052284
"270d3ef21830ad0ecf3a6c53d08a533a",6380,Carapicuiba,SP,-23.54102147003708,-46.8373758167028
"89c127985a8b130cfa45c1d36764017a",6016,Osasco,SP,-23.53284541350734,-46.7797198187354
"8b2492b7ff4468839593fafeed55bad9",24451,Sao Goncalo,RJ,-22.831511747272813,-43.01543234058109
"1e9d5a33694bddb76316fd1f54734d20",78820,Jaciara,MT,-15.95937534772296,-54.9710076281593
"5e49e3a44bdeb5aab2684258bbd4f525",88330,Balenario Camboriu,SC,-26.992565809447,-48.63199470223287
"8e34331b7eedd03be4e5d965c1956225",4009,Sao Paulo,SP,-23.587992541129378,-46.63654574715018
aaed1309374718fdd995ee4c58c9dfcd,89120,Timbo,SC,-26.82680295248688,-49.27063515926457
"11d4c477d09821164bca4f70a2eae031",14075,Ribeirao Preto,SP,-21.140504826088037,-47.7908568977856
ff314fa6033cc68ec451c47aee2d6ba4,5424,Sao Paulo,SP,-23.5690721878684,-46.69766821393947
d1c7fa84e48cfa21a0e595167c1c500e,99730,Jacutinga,RS,-27.72890746618568,-52.5361282897098
c7246702dc991a06d788120dc7544391,60440,Fortaleza,CE,-3.758769192984031,-38.56762553282744
e819bcfade7b5d88a27325eb6cfd62c5,7242,Guarulhos,SP,-23.439511515770263,-46.42206235799993
"6d2f2e3b539480db1e0842b3a4e32e6e",7051,Guarulhos,SP,-23.468252112713323,-46.551221208831066
e88165a185134e13fdfc85d4fa654db8,8517,Ferraz De  Vasconcelos,SP,-23.56892589286744,-46.372428309048416
"9e6229250fedbe05838fef417b74e7fb",16800,Mirandopolis,SP,-21.13174718973623,-51.10301886772909
"5abb8ea023c77787f2c15da891c8d384",89228,Joinville,SC,-26.28029376418527,-48.79593973355527
"1d953075c2f0dd990bacf27b83b330f1",30421,Belo Horizonte,MG,-19.937081168456363,-43.976330584754095
"817245bcc3badd82bbd222e0366951a6",17056,Bauru,SP,-22.353734973383137,-49.101402852523776
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,Jacarei,SP,-23.304170113301044,-45.96281495098788
"615005a3ef192c00c6f0e977cee3d2bc",13304,Itu,SP,-23.275618816991948,-47.27641618898152
"1284de4ae8aa26997e748c851557cf0e",85301,Laranjeiras Do Sul,SP,-25.406806070174984,-52.41237334276092
"5fd924b4836098a5be0ecf81ba054ce0",3554,Sao Paulo,SP,-23.537970231069195,-46.506635583938106
"7178f9f4dd81dcef02f62acdf8151e01",89560,Videira,SC,-27.004522453378566,-51.152808530844105
"8132b9bd16876e1b0f8808d43825dd48",88058,Florianopolis,SC,-27.443895204776123,-48.4015746821047
"3f995f07c49d0d55a99d5c54957f7d81",6853,Itapecerica Da Serra,SP,-23.69078071512126,-46.85555360684095
a6bd7d1ccdac48c6b33b28596b7eb122,58280,Mamanguape,PB,-6.8372713121932085,-35.127268944459026
"6650fcccd8cd2f7e55ffa524f30c4c59",8490,Sao Paulo,SP,-23.569410697981468,-46.418800465184574
"3db66a856d18a9cba7c9241fc5221c50",35430,Ponte Nova,MG,-20.41022536716159,-42.8993095333992
"8b181ee5518df84f18f4e1a43fe07923",87360,Goioere,SP,-24.185808308289147,-53.02539695194218
"10ff823eda2b032e2c93d17a7d294736",17280,Pederneiras,SP,-22.347656923428968,-48.78445709494656
b4a476fbd28de64b1e347abf9089366a,6653,Itapevi,SP,-23.54692116843475,-46.92972402735392
"39c763cca83e654764b7a4a650fb9b7c",74563,Goiania,GO,-16.65125681440938,-49.268034963335054
dadc51ef321949ec9a3ab25cd902e23d,4821,Sao Paulo,SP,-23.725427016302103,-46.68752960056025
"83b08de96980757220871b31bf6cffca",21820,Rio De Janeiro,RJ,-22.88182474658509,-43.468465284305736
"14a08204d03bb6b6bde8029f801ae0eb",1026,Sao Paulo,SP,-23.53963933747372,-46.63222383464826
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,Sao Paulo,SP,-23.541623556326893,-46.571671297500686
"28872dc528e978a639754bc8c2ce5a4c",95070,Caxias Do Sul,RS,-29.167561635074183,-51.154909284680265
c85d7b477a709c85a1e8b8f25aa1b270,9640,Sao Bernardo Do Campo,SP,-23.65670867157172,-46.5749037440809
"739c7d7be81f63812dea0d1b1451c651",58400,Campina Grande,PB,-7.219289067751179,-35.89080712379333
"657969cca82e884d272385ec0ef06edd",93608,Estancia Velha,RS,-28.724303692639136,-50.42791922775804
"455befea1bb853c75ccbca94cff26e5c",27525,Resende,RJ,-22.479003500450595,-44.49745094177866
"800214c63934acd05d47e84214db8ba8",89251,Jaragua Do Sul,SC,-26.48744165196609,-49.08075307029029
"5cf1ec37aea089f45110c70653a166ab",2215,Sao Paulo,SP,-23.49105363124888,-46.58353920729148
"0a82f5fb06a4fe4ac2cf7cb412ec71b8",5524,Sao Paulo,SP,-23.596999887521918,-46.742780724820975
e45edf75f568ed2f93f78d060e246e25,22790,Rio De Janeiro,RJ,-23.013945234739644,-43.46302017493874
"3d621842b2ed28e2b474132480edac3c",8041,Sao Paulo,SP,-23.515496780557196,-46.44086366810252
baf15155e37ef5492731459bdc05be8a,5715,Sao Paulo,SP,-23.628908597125367,-46.73213132001296
c0aff2da32c17759d30b22fb0af6649d,88032,Florianopolis,SC,-27.547430859217467,-48.49811978788965
a17f621c590ea0fab3d5d883e1630ec6,18055,Sorocaba,SP,-23.49878556139872,-47.50005588002265
"4deebb3199eeafb282ae33229144f94b",2112,Sao Paulo,SP,-23.51834146276698,-46.59178154246265
"9d69ba0a7a626a64dc5db08e529559cf",14075,Ribeirao Preto,SP,-21.140504826088037,-47.7908568977856
f92d8c817434bd2d84d4e9c61322b7fa,18048,Sorocaba,SP,-23.536047094959013,-47.46933594030023
"8ca5b19e0263150d2c57afdde2b3d011",9336,Maua,SP,-23.6632125634508,-46.4152866648852
eec3469d83e142f9a104886655338c37,17030,Bauru,SP,-22.321734562254253,-49.04594379756677
"55bb6fe5bebe5012e2d7d9928e1128ff",17052,Bauru,SP,-22.341183963959992,-49.09523560810242
d180e07dc1e58c31c3f0cd599dc4d945,30620,Belo Horizonte,MG,-19.9837012010167,-44.00153216464832
d6b1ce66b035a475f00c017792ff9769,13327,Salto,SP,-23.179436597967328,-47.313120341199365
"3aa3c89ae3cd482385568be76120f63c",74343,Goiania,GO,-16.73566675288468,-49.30226949580179
fe4cd9461203cee790d36792420b310f,35300,Caratinga,MG,-19.78738795738488,-42.13914525157762
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,Auriflama/Sp,SP,-20.68410266912965,-50.55493724664943
f5fea3ffed6c2e889bab72705557c63a,21240,Rio De Janeiro,RJ,-22.81150579813459,-43.32658130224651
ececbfcff9804a2d6b40f589df8eef2b,14407,Franca,SP,-20.49640343433319,-47.4180122931017
a254c682cc01e119f83530446f1df9a9,16500,Cafelandia,SP,-21.802436602287397,-49.60191462301952
"830379336fad8c6f3b15a4a3ddb5c66e",2518,Sao Paulo,SP,-23.509639047316977,-46.6667734425797
"7d13fca15225358621be4086e1eb0964",14050,Ribeirao Preto,SP,-21.17248708548047,-47.82295800654188
"1b4c3a6f53068f0b6944d2d005c9fc89",88730,Sao Ludgero,SC,-28.32929681447128,-49.17648053805345
b92e3c8f9738272ff7c59e111e108d7c,36502,Uba,MG,-21.12504428246968,-42.92717320911472
b8555308bfdb4ca1ed54325a58da9a97,9751,Sao Bernardo Do Campo,SP,-23.69111173336879,-46.54379601786782
"71593c7413973a1e160057b80d4958f6",3407,Sao Paulo / Sao Paulo,SP,-23.54316926630415,-46.55047785557631
"1dc2de47ee26a0a5b12dc14fd6dc0dea",14940,Ibitinga,SP,-21.75722510530948,-48.82954113566027
"6c6e3d67f969468f3bfd33f827a31222",87035,Maringa,PR,-23.388016197726035,-51.90888345808632
"66d5ae34537110d3affc56174dad2b2f",15062,Sao Jose Do Rio Preto,SP,-20.82920423214084,-49.33970401715356
"781a66c0d89e30814d49fe8b5e14cd07",13064,Campinas,SP,-22.896740934214225,-47.0692730436033
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,Rio De Janeiro,RJ,-22.834410685901656,-43.2768594171534
f88adb15807168d3c43d71021090ce4a,13660,Porto Ferreira,SP,-21.867396479393847,-47.47862930181371
fa8d335d68129e464e60c1826a683e96,95660,Tres Coroas,RS,-29.51036034105447,-50.78177285256474
f12d3c2a14729ae461b920c11fe20fdc,9080,Santo Andre,SP,-23.6401009725772,-46.54229328487362
